SORT,File,Accession Number,Title,Contact Information,Creator,Contributors,Subject,Credit,Description,Notes,Publisher,Date,Type,Format,Extent,Medium,Identifier,Source,Source URL,Language,Relation,Coverage-Spatial,Coverage-Temporal,Rights
44,1984.189.44.jp2,1984.189.44,[Farmland],louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography; Wetlands and Waterways,The Historic New Orleans Collection,"View of a small, wooden building on what is probably farmland.  A barbed wire fence is visible in the foreground and farther off in the view.  A large tree towers above the building and the very flat land is flooded in places.",,,Between 1930 and 1950,Image,glass plate negatives,"7"" x 5""",Glass negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/156546,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
45,1984.189.45.jp2,1984.189.45,[Cabin on Bayou Gauche],louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography; Wetlands and Waterways,The Historic New Orleans Collection,View of swampland and a bayou with a cabin on stilts.  A smaller outbuilding is also visible.  Swamp grass is everywhere and a large willow tree is in the foreground.,,,Between 1930 and 1950,Image,glass plate negatives,"5"" x 7""",Glass negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/156547,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
46,1984.189.46.jp2,1984.189.46,[Trees on swampy land],louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography; Wetlands and Waterways,The Historic New Orleans Collection,View taken deep in the woods on land that is either swampy or flooded.,,,Between 1930 and 1950,Image,glass plate negatives,"7"" x 5""",Glass negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/156548,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
47,1984.189.47.jp2,1984.189.47,[Children in a classroom],louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography; Wetlands and Waterways,The Historic New Orleans Collection,"View of ten children in a schoolroom, each engaged in either selecting or reading a book or magazine.  A sign above a clock reads ""Come and read.""",,,Between 1930 and 1950,Image,glass plate negatives,"5"" x 7""",Glass negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/156549,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
48,1984.189.48.jp2,1984.189.48,[Manila Village store],louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography; Wetlands and Waterways,The Historic New Orleans Collection,"View of the general store at Manila Village in the Barataria Bay Region of Louisiana.  Supposedly, the industry of sun-drying shrimp in the United States originated here.  The entire village is built on stilts.",,,"Published in the Jefferson Parish Yearly Review, 1938",Image,glass plate negatives,"5"" x 7""",Glass negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/156550,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
49,1984.189.49.jp2,1984.189.49,[Bent trees on Grand Isle],louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography; Wetlands and Waterways,The Historic New Orleans Collection,View of a small stand of trees that have grown with the wind.  The land is very flat and covered with wild grass and in some places brush.,,,"Published in the Jefferson Parish Yearly Review, 1941",Image,glass plate negatives,"5"" x 7""",Glass negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/156551,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
50,1984.189.50.jp2,1984.189.50,[Wego Inn],louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography; Wetlands and Waterways,The Historic New Orleans Collection,View of a building with a stucco front.  A neon sign above one entrance reads: Cafe.  Over a second entrance is another neon sign that reads: Wego Inn On The Hill.  Other neon signage advertises dining and dancing and Falstaff Beer.  There are awnings over each window and four automobiles parked in front of the building.,,,"Published in the Jefferson Parish Yearly Review, 1947 The license plate on one of the automobiles is dated 1942.",Image,glass plate negatives,"5"" x 7""",Glass negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/156552,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
51,1984.189.51.jp2,1984.189.51,The Heart of New Orleans,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography; Wetlands and Waterways,The Historic New Orleans Collection,"View made from the balcony of building on Orleans Avenue at Dauphine Street and looking toward the river.  The spires of the St. Louis Cathedral are prominent in the background and portions of many buildings, especially along Orleans Avenue are visible. The iron work is from the balcony of the Le Pretre mansion.",,,"Published , 1938 Patios, Stairways and Iron Lace Balconies of Old New Orleans, C. Harmanson, 1938",Image,glass plate negatives,"7"" x 5""",Glass negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/156553,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
52,1984.189.52.jp2,1984.189.52,[View of a shuttered window],louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography; Wetlands and Waterways,The Historic New Orleans Collection,"Detail of a small window that may possibly be in the courtyard at the Absinthe house.  Beams of a ceiling are visible above the window that has closed shutters, a handrail and a hanging fern.",,,Between 1930 and 1950,Image,glass plate negatives,"7"" x 5""",Glass negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/156554,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
53,1984.189.53.jp2,1984.189.53,Cabildo Gates,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography; Wetlands and Waterways,The Historic New Orleans Collection,View of the iron gates of the Cabildo taken from inside the building and looking out.  The arches that form the portico of the building and part of Jackson Square are visible in the background.,,,"Published, 1938 Patios, Stairways and Iron Lace Balconies of Old New Orleans, C. Harmanson, 1938",Image,glass plate negatives,"7"" x 5""",Glass negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/156555,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
54,1984.189.54.jp2,1984.189.54,[Cart in the fog],louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography; Wetlands and Waterways,The Historic New Orleans Collection,View from the back of a man in a horse or mule-drawn cart going down a country road with trees and brush on either side.,,,Between 1930 and 1950,Image,glass plate negatives,"5"" x 7""",Glass negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/156556,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
55,1984.189.55.jp2,1984.189.55,[Young woman on the beach],louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography; Wetlands and Waterways,The Historic New Orleans Collection,"View of a young woman on the beach at Grand Isle.  She is wearing a white one piece bathing suit and holding a clear, see through umbrella in front of her face and body.  A circular pattern has been drawn in the sand around her feet and the Gulf is visible in the background.",,,1949,Image,glass plate negatives,"7"" x 5""",Glass negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/156557,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
56,1984.189.56.jp2,1984.189.56,[Pere Antoine Alley from Orleans Avenue],louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography; Wetlands and Waterways,The Historic New Orleans Collection,View of the buildings that line Pere Antoine Alley from Royal Street to the back of the St. Louis Cathedral.  The balcony of a building at Royal and Orleans is partially visible as is St. Anthony's Garden.,,,Between 1930 and 1950,Image,glass plate negatives,"5"" x 7""",Glass negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/156558,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
57,1984.189.57.jp2,1984.189.57,[Boys with pets and pelts],louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography; Wetlands and Waterways,The Historic New Orleans Collection,"View of five children sitting on shells and introducing a nutria to a cat.  To the right and just behind the children are racks of drying pelts.  In the background, a wooden building, benches and tables are visible.",,,Between 1930 and 1950,Image,glass plate negatives,"5"" x 7""",Glass negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/156559,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
58,1984.189.58.jp2,1984.189.58,[View of Carondelet Street],louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography; Wetlands and Waterways,The Historic New Orleans Collection,"View looking down Carondelet Street from Girod Street and toward the Hibernia Bank Building, which is visible in the distance.",,,Between 1930 and 1950,Image,glass plate negatives,"7"" x 5""",Glass negative ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/156560,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
59,1984.189.59.jp2,1984.189.59,Swamp scene,louisquery@hnoc.org,"Delcroix, Eugene A., 1892-1967",,Photography; Wetlands and Waterways,The Historic New Orleans Collection,"Typical view of a Louisiana swamp, that features a cypress tree laden with Spanish moss, and water.",,,1921,Image,orotones,"14"" x 11""",gelatin silver process ,See reference url on menu at top of page,The Historic New Orleans Collection (http://www.hnoc.org),http://hnoc.minisisinc.com/thnoc/catalog/1/206486,en,,,,Physical rights are retained by The Historic New Orleans Collection. Copyright is retained in accordance with U. S. copyright laws.
